NOV_ISSUED_DATE,NOV_NUMBER,STREET_NO,DIR,STREET_NME,VIOLATION_DESCRIPTION
2/10/2020,P005856012,7600,S,EXCHANGE,8-4-081(a)     Public Urination
2/10/2020,P005774921,200,W,GARFIELD,8-4-081(a)     Public Urination
2/10/2020,P005790847,5600,N,BROADWAY,8-4-081(a)     Public Urination
2/10/2020,P005883307,9100,S,ASHLAND,8-4-081(a)     Public Urination
2/10/2020,P005827809,11900,S,MICHIGAN,8-4-081(a)     Public Urination
2/10/2020,P005882689,9400,S,ASHLAND,8-4-081(a)     Public Urination
2/10/2020,P005927141,6200,S,ARTESIAN,8-4-081(a)     Public Urination
2/10/2020,P005924769,10,E,ROOSEVELT,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
2/10/2020,P005924891,4000,W,VAN BUREN,8-4-081(a)     Public Urination
2/11/2020,P005774998,6000,S,BISHOP,8-4-081(a)     Public Urination
2/11/2020,P005774999,6000,S,BISHOP,8-4-081(a)     Public Urination
2/11/2020,P005851131,2500,W,47TH ST,8-4-081(a)     Public Urination
2/11/2020,P005856202,9200,S,COMMERCIAL,8-4-081(a)     Public Urination
2/11/2020,P005825684,3800,W,FULLERTON,8-4-081(a)     Public Urination
2/12/2020,P005447244,6200,W,IRVING PK RD,8-4-081(a)     Public Urination
2/12/2020,P005655825,3800,W,26TH ST,8-4-081(a)     Public Urination
2/12/2020,P005543282,200,W,GARFIELD BLD,8-4-081(a)     Public Urination
2/12/2020,P005621073,800,W,74TH ST,8-4-081(a)     Public Urination
2/12/2020,P005866350,2400,W,63RD ST,8-4-081(a)     Public Urination
2/12/2020,P005866351,6100,S,ARTESIAN,8-4-081(a)     Public Urination
2/12/2020,P005873423,300,S,DEARBORN,8-4-081(a)     Public Urination
2/12/2020,P005890499,600,E,75TH ST,8-4-081(a)     Public Urination
2/12/2020,P005866649,6700,S,OAKLEY,8-4-081(a)     Public Urination
2/12/2020,P005827266,10,W,95TH ST,8-4-081(a)     Public Urination
2/13/2020,P005678439,2200,N,BISSELL,8-4-081(a)     Public Urination
2/13/2020,P005699014,7900,S,VINCENNES,8-4-081(a)     Public Urination
2/13/2020,P005673506,7600,S,RACINE,8-4-081(a)     Public Urination
2/13/2020,P005855968,1500,W,64TH ST,8-4-081(a)     Public Urination
2/13/2020,P005855969,1500,W,69TH ST,8-4-081(a)     Public Urination
2/13/2020,P005828609,12300,S,LASALLE,8-4-081(a)     Public Urination
2/13/2020,P005882690,10600,S,HALSTED,8-4-081(a)     Public Urination
2/14/2020,P005666661,200,S,WABASH,8-4-081(a)     Public Urination
2/14/2020,P005700763,10,W,95TH,8-4-081(a)     Public Urination
2/14/2020,P005856129,1500,W,69TH ST,8-4-081(a)     Public Urination
2/14/2020,P005856060,6300,S,HALSTED,8-4-081(a)     Public Urination
2/14/2020,P005926042,1200,S,CANAL,8-4-081(a)     Public Urination
2/15/2020,P005566213,6300,S,VERNON,8-4-081(a)     Public Urination
2/15/2020,P005486136,3900,N,BROADWAY,8-4-081(a)     Public Urination
2/15/2020,P005641457,2900,W,ROOSEVELT RD,8-4-081(a)     Public Urination
2/15/2020,P005675926,4500,S,PRAIRIE,8-4-081(a)     Public Urination
2/15/2020,P005890536,2000,E,71ST ST,8-4-081(a)     Public Urination
2/15/2020,P005868683,800,W,ALDINE,8-4-081(a)     Public Urination
2/15/2020,P005801215,1200,S,ASHLAND,8-4-081(a)     Public Urination
2/15/2020,P005925640,9400,S,LAFAYETTE,8-4-081(a)     Public Urination
2/16/2020,P005667529,300,S,FRANKLIN,8-4-081(a)     Public Urination
2/16/2020,P005699015,1200,W,82ND ST,8-4-081(a)     Public Urination
2/16/2020,P005668613,2700,N,LINCOLN,8-4-081(a)     Public Urination
2/16/2020,P005782061,1300,S,LOOMIS,8-4-081(a)     Public Urination
2/16/2020,P005832296,600,N,ORLEANS ST,8-4-081(a)     Public Urination
2/16/2020,P005868181,700,W,WAVELAND,8-4-081(a)     Public Urination
2/16/2020,P005868554,2600,N,HALSTED ST,8-4-081(a)     Public Urination
2/16/2020,P005859381,200,W,GRAND,8-4-081(a)     Public Urination
2/16/2020,P005856203,6900,S,ASHLAND,8-4-081(a)     Public Urination
2/16/2020,P005774560,7400,S,STEWART,8-4-081(a)     Public Urination
2/16/2020,P005882571,2400,W,103RD ST,8-4-081(a)     Public Urination
2/16/2020,P005878560,200,S,CICERO,8-4-081(a)     Public Urination
2/16/2020,P005864427,200,W,GRAND,8-4-081(a)     Public Urination
2/16/2020,P005867981,1000,W,CORNELIA,8-4-081(a)     Public Urination
2/16/2020,P005840709,10,W,MARBLE ST,8-4-081(a)     Public Urination
2/17/2020,P005677738,10,W,HUBBARD,8-4-081(a)     Public Urination
2/17/2020,P005856179,6600,S,HALSTED,8-4-081(a)     Public Urination
2/17/2020,P005868182,1000,W,NEWPORT,8-4-081(a)     Public Urination
2/17/2020,P005855491,7900,S,YATES,8-4-081(a)     Public Urination
2/17/2020,P005940801,10,W,LAKE ST,8-4-081(a)     Public Urination
2/17/2020,P005804405,200,S,STATE,8-4-081(a)     Public Urination
2/17/2020,P005876334,10,E,ROOSEVELT RD,8-4-081(a)     Public Urination
2/18/2020,P005457662,3900,W,LAKE,8-4-081(a)     Public Urination
2/18/2020,P005455594,300,S,CICERO ST,8-4-081(a)     Public Urination
2/18/2020,P005667530,1100,S,STATE ST,8-4-081(a)     Public Urination
2/18/2020,P005843078,1100,W,LELAND,8-4-081(a)     Public Urination
2/18/2020,P005927347,6100,S,KEDZIE,8-4-081(a)     Public Urination
2/18/2020,P005796038,7600,N,BOSWORTH,8-4-081(a)     Public Urination
2/18/2020,P005796039,7600,N,PAULINA,8-4-081(a)     Public Urination
2/18/2020,P005925338,10,S,STATE,8-4-081(a)     Public Urination
2/19/2020,P005511824,3500,W,CHICAGO AVE,8-4-081(a)     Public Urination
2/19/2020,P005620144,4100,S,RICHMOND ST,8-4-081(a)     Public Urination
2/19/2020,P005840906,3700,W,26TH ST,8-4-081(a)     Public Urination
2/19/2020,P005859947,2100,S,HARDING,8-4-081(a)     Public Urination
2/19/2020,P005848238,300,E,GARFIELD,8-4-081(a)     Public Urination
2/19/2020,P005861231,1200,W,87TH ST,8-4-081(a)     Public Urination
2/19/2020,P005866352,6500,S,CALIFORNIA,8-4-081(a)     Public Urination
2/19/2020,P005796074,6300,N,WESTERN,8-4-081(a)     Public Urination
2/19/2020,P005840696,500,S,MICHIGAN,8-4-081(a)     Public Urination
2/20/2020,P005450545,4900,W,FLOURNOY,8-4-081(a)     Public Urination
2/20/2020,P005690947,1200,W,WILSON,8-4-081(a)     Public Urination
2/20/2020,P005770957,7900,S,HALSTED,8-4-081(a)     Public Urination
2/20/2020,P005914554,500,W,ROOSEVELT RD,8-4-081(a)     Public Urination
2/20/2020,P005870436,5400,S,KEDZIE,8-4-081(a)     Public Urination
2/20/2020,P005924524,200,S,DEARBORN,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
2/21/2020,P005620193,10,S,STATE,8-4-081(a)     Public Urination
2/21/2020,P005866324,2400,W,63RD ST,8-4-081(a)     Public Urination
2/21/2020,P005866440,2500,W,69TH ST,8-4-081(a)     Public Urination
2/21/2020,P005910741,8400,S,COMMERCIAL,8-4-081(a)     Public Urination
2/21/2020,P005890476,6700,S,BLACKSTONE,8-4-081(a)     Public Urination
2/22/2020,P005456021,3900,W,VAN BUREN,8-4-081(a)     Public Urination
2/22/2020,P005698964,800,E,79TH ST,8-4-081(a)     Public Urination
2/22/2020,P005620271,5200,S,KARLOV,8-4-081(a)     Public Urination
2/22/2020,P005859949,1500,S,KENNETH,8-4-081(a)     Public Urination
2/22/2020,P005860232,3000,S,TROY,8-4-081(a)     Public Urination
2/22/2020,P005894191,200,W,DIVISION ST,8-4-081(a)     Public Urination
2/22/2020,P005796052,1600,W,HOWARD ST,8-4-081(a)     Public Urination
2/22/2020,P005851761,6300,S,MARTIN KING,8-4-081(a)     Public Urination
2/22/2020,P005862156,1200,N,HAMLIN,8-4-081(a)     Public Urination
2/22/2020,P005926939,6100,S,HOMAN,8-4-081(a)     Public Urination
2/22/2020,P005927145,5500,S,KEDZIE,8-4-081(a)     Public Urination
2/23/2020,P005487501,6700,S,ASHLAND,8-4-081(a)     Public Urination
2/23/2020,P005447382,3500,N,LARAMIE,8-4-081(a)     Public Urination
2/23/2020,P005527450,2300,W,WASHINGTON,8-4-081(a)     Public Urination
2/23/2020,P005537089,2400,N,LOWELL,8-4-081(a)     Public Urination
2/23/2020,P005681721,100,N,KEDZIE,8-4-081(a)     Public Urination
2/23/2020,P005667531,100,N,STATE,8-4-081(a)     Public Urination
2/23/2020,P005655584,4300,W,26TH ST,8-4-081(a)     Public Urination
2/23/2020,P005620272,5400,S,SAWYER,8-4-081(a)     Public Urination
2/23/2020,P005855973,7100,S,ASHLAND,8-4-081(a)     Public Urination
2/23/2020,P005856015,800,E,79TH,8-4-081(a)     Public Urination
2/23/2020,P005853108,400,E,63RD ST,8-4-081(a)     Public Urination
2/23/2020,P005847066,4600,S,KING DR,8-4-081(a)     Public Urination
2/23/2020,P005925428,100,N,STATE ST,8-4-081(a)     Public Urination
2/23/2020,P005877950,1100,W,WILSON,8-4-081(a)     Public Urination
2/24/2020,P005194019,600,W,SURF,8-4-081(a)     Public Urination
2/24/2020,P005556873,4700,N,DRAKE,8-4-081(a)     Public Urination
2/24/2020,P005620229,7200,S,STONY ISLAND,8-4-081(a)     Public Urination
2/24/2020,P005790571,5000,N,CALIFORNIA,8-4-081(a)     Public Urination
2/24/2020,P005883684,1500,W,69TH ST,8-4-081(a)     Public Urination
2/24/2020,P005927572,6800,S,WESTERN,8-4-081(a)     Public Urination
2/24/2020,P005870493,6900,S,KENWOOD,8-4-081(a)     Public Urination
2/25/2020,P005666974,200,N,LOWER COLUMBU DR,8-4-081(a)     Public Urination
2/25/2020,P005666409,300,N,LOWER MICH,8-4-081(a)     Public Urination
2/25/2020,P005663226,1600,W,79TH ST,8-4-081(a)     Public Urination
2/25/2020,P005739738,6300,S,KING DR,8-4-081(a)     Public Urination
2/25/2020,P005865701,6400,S,KEDZIE,8-4-081(a)     Public Urination
2/25/2020,P005911015,1500,E,79TH ST,8-4-081(a)     Public Urination
2/25/2020,P005811759,4600,W,59TH ST,8-4-081(a)     Public Urination
2/25/2020,P005925136,300,S,DEARBORN,8-4-081(a)     Public Urination
2/25/2020,P005927487,3300,W,63RD ST,8-4-081(a)     Public Urination
2/26/2020,P005667509,100,W,IDA B WELLS ST,8-4-081(a)     Public Urination
2/26/2020,P005791306,1700,W,NORTH,8-4-081(a)     Public Urination
2/26/2020,P005608468,1600,W,47TH ST,8-4-081(a)     Public Urination
2/26/2020,P005830993,6000,S,WESTERN,8-4-081(a)     Public Urination
2/26/2020,P005827686,11800,S,MICHIGAN,8-4-081(a)     Public Urination
2/26/2020,P005924645,1100,S,STATE,8-4-081(a)     Public Urination
2/27/2020,P005527023,3000,E,87TH ST,8-4-081(a)     Public Urination
2/27/2020,P005855882,8200,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/27/2020,P005855891,7300,S,RACINE,8-4-081(a)     Public Urination
2/27/2020,P005882611,9500,S,LOWE,8-4-081(a)     Public Urination
2/27/2020,P005883629,7900,S,COTTAGE,8-4-081(a)     Public Urination
2/27/2020,P005882572,8600,S,MORGAN,8-4-081(a)     Public Urination
2/27/2020,P005855281,7000,S,THROOP,8-4-081(a)     Public Urination
2/27/2020,P005895277,3100,W,DIVISION,8-4-081(a)     Public Urination
2/28/2020,P005691842,3500,N,CLARK ST,8-4-081(a)     Public Urination
2/28/2020,P005662546,500,E,79TH ST,8-4-081(a)     Public Urination
2/28/2020,P005655811,3200,W,16TH ST,8-4-081(a)     Public Urination
2/28/2020,P005781528,4600,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/28/2020,P005626809,5000,W,WAVELAND,8-4-081(a)     Public Urination
2/28/2020,P005856159,800,E,79TH ST,8-4-081(a)     Public Urination
2/28/2020,P005842910,3500,N,CLARK ST,8-4-081(a)     Public Urination
2/28/2020,P005848239,3800,S,PRAIRIE,8-4-081(a)     Public Urination
2/28/2020,P005866441,6700,S,OAKLEY,8-4-081(a)     Public Urination
2/28/2020,P005883726,800,E,79TH ST,8-4-081(a)     Public Urination
2/28/2020,P005883654,7900,S,COTTAGE,8-4-081(a)     Public Urination
2/28/2020,P005924965,1200,S,STATE,8-4-081(a)     Public Urination
2/28/2020,P005849102,4400,W,MADISON,8-4-081(a)     Public Urination
2/28/2020,P005801221,1300,W,WASHBURNE,8-4-081(a)     Public Urination
2/29/2020,P005116175,2300,W,MELROSE,8-4-081(a)     Public Urination
2/29/2020,P005379514,6700,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/29/2020,P005694260,3900,W,DIVISION,8-4-081(a)     Public Urination
2/29/2020,P005620195,500,S,WABASH,8-4-081(a)     Public Urination
2/29/2020,P005626061,3900,N,CICERO,8-4-081(a)     Public Urination
2/29/2020,P005620110,6300,S,RHODES,8-4-081(a)     Public Urination
2/29/2020,P005620111,500,S,STATE,8-4-081(a)     Public Urination
2/29/2020,P005856182,7500,S,COLES,8-4-081(a)     Public Urination
2/29/2020,P005848747,2600,S,PULASKI,8-4-081(a)     Public Urination
2/29/2020,P005855883,6600,S,HALSTED ST,8-4-081(a)     Public Urination
2/29/2020,P005855975,2600,E,75TH ST,8-4-081(a)     Public Urination
2/29/2020,P005856218,12300,S,HALSTED ST,8-4-081(a)     Public Urination
2/29/2020,P005856019,800,E,79TH ST,8-4-081(a)     Public Urination
2/29/2020,P005856207,800,E,79TH ST,8-4-081(a)     Public Urination
2/29/2020,P005883631,2400,E,75TH,8-4-081(a)     Public Urination
2/29/2020,P005894470,10,E,PEARSON ST,8-4-081(a)     Public Urination
2/29/2020,P005927577,6600,S,CLAREMONT,8-4-081(a)     Public Urination
2/29/2020,P005879049,4800,W,MADISON,8-4-081(a)     Public Urination
2/29/2020,P005808552,3400,W,CHICAGO,8-4-081(a)     Public Urination
2/29/2020,P005895686,2200,N,MILWAUKEE,8-4-081(a)     Public Urination
3/1/2020,P005451010,1100,N,LARAMIE,8-4-081(a)     Public Urination
3/1/2020,P005655261,2500,S,KEDZIE,8-4-081(a)     Public Urination
3/1/2020,P005642224,1200,S,KEELER,8-4-081(a)     Public Urination
3/1/2020,P005620276,6300,S,KEDZIE,8-4-081(a)     Public Urination
3/1/2020,P005841466,10,E,ROOSEVELT,8-4-081(a)     Public Urination
3/1/2020,P005868330,4400,N,BROADWAY,8-4-081(a)     Public Urination
3/1/2020,P005868555,3400,N,HALSTED ST,8-4-081(a)     Public Urination
3/1/2020,P005841388,10,E,LAKE ST,8-4-081(a)     Public Urination
3/1/2020,P005866442,6700,S,OAKLEY,8-4-081(a)     Public Urination
3/1/2020,P005910021,8400,S,COMMERCIAL,8-4-081(a)     Public Urination
3/1/2020,P005878563,300,S,CICERO,8-4-081(a)     Public Urination
3/1/2020,P005883233,300,W,111TH ST,8-4-081(a)     Public Urination
3/1/2020,P005801273,2800,W,MADISON,8-4-081(a)     Public Urination
3/1/2020,P005801286,3100,W,MAYPOLE,8-4-081(a)     Public Urination
3/2/2020,P003319921,7800,S,ELLIS AVE,8-4-081(a)     Public Urination
3/2/2020,P005336271,7100,W,BERWYN,8-4-081(a)     Public Urination
3/2/2020,P005478434,7600,S,ASHLAND,8-4-081(a)     Public Urination
3/2/2020,P005641465,3900,W,26TH ST,8-4-081(a)     Public Urination
3/2/2020,P005655829,2500,W,CERMAK RD,8-4-081(a)     Public Urination
3/2/2020,P005655830,2100,W,23RD PL,8-4-081(a)     Public Urination
3/2/2020,P005791882,2500,N,MILWAUKEE,8-4-081(a)     Public Urination
3/2/2020,P005862659,100,W,DIVISION,8-4-081(a)     Public Urination
3/2/2020,P005855892,5900,S,RACINE ST,8-4-081(a)     Public Urination
3/2/2020,P005861712,1200,N,SPRINGFIELD,8-4-081(a)     Public Urination
3/2/2020,P005774477,6300,S,ASHLAND,8-4-081(a)     Public Urination
3/2/2020,P005931246,100,E,75TH ST,8-4-081(a)     Public Urination
3/2/2020,P005925523,4600,W,59TH ST,8-4-081(a)     Public Urination
3/3/2020,P005690948,900,W,WILSON,8-4-081(a)     Public Urination
3/3/2020,P005790694,10,W,95TH ST,8-4-081(a)     Public Urination
3/3/2020,P005856239,8000,S,DREXEL,8-4-081(a)     Public Urination
3/3/2020,P005856140,8000,S,COTTAGE,8-4-081(a)     Public Urination
3/3/2020,P005851779,2300,S,OAKLEY,8-4-081(a)     Public Urination
3/3/2020,P005851780,1700,S,HOMAN,8-4-081(a)     Public Urination
3/4/2020,P005448065,3900,N,CENTRAL,8-4-081(a)     Public Urination
3/4/2020,P005667532,1200,S,CANAL ST,8-4-081(a)     Public Urination
3/4/2020,P005751885,100,N,ABERDEEN,8-4-081(a)     Public Urination
3/4/2020,P005851207,2400,W,47TH,8-4-081(a)     Public Urination
3/4/2020,P005851251,2400,W,47TH,8-4-081(a)     Public Urination
3/4/2020,P005862198,1600,N,KARLOV,8-4-081(a)     Public Urination
3/4/2020,P005765416,400,N,BROADWAY,8-4-081(a)     Public Urination
3/4/2020,P005820906,1600,W,HOWARD ST,8-4-081(a)     Public Urination
3/4/2020,P005922439,5200,W,DIVISION,8-4-081(a)     Public Urination
3/5/2020,P005694262,4000,W,LAKE ST,8-4-081(a)     Public Urination
3/5/2020,P005735968,200,N,KEDZIE AVE,8-4-081(a)     Public Urination
3/5/2020,P005851326,2300,S,KEDZIE,8-4-081(a)     Public Urination
3/5/2020,P005876015,600,S,ARTESIAN,8-4-081(a)     Public Urination
3/5/2020,P005927351,6700,S,OAKLEY,8-4-081(a)     Public Urination
3/5/2020,P005927581,6700,S,OAKLEY,8-4-081(a)     Public Urination
3/5/2020,P005934730,5400,S,HALSTED,8-4-081(a)     Public Urination
3/5/2020,P005868732,2500,S,ARCHER,8-4-081(a)     Public Urination
3/6/2020,P005543701,6400,S,MARSHFIELD,8-4-081(a)     Public Urination
3/6/2020,P005596768,9100,S,COMMERCIAL,8-4-081(a)     Public Urination
3/6/2020,P005655587,2100,W,CERMAK RD,8-4-081(a)     Public Urination
3/6/2020,P005851252,10,W,HUBBARD,8-4-081(a)     Public Urination
3/6/2020,P005855893,8600,S,STATE ST,8-4-081(a)     Public Urination
3/6/2020,P005774613,5700,S,ELIZABETH,8-4-081(a)     Public Urination
3/6/2020,P005875416,3900,W,CERMAK,8-4-081(a)     Public Urination
3/6/2020,P005883727,7900,S,ASHLAND,8-4-081(a)     Public Urination
3/6/2020,P005883832,1000,W,87TH ST,8-4-081(a)     Public Urination
3/6/2020,P005883876,1600,E,87TH ST,8-4-081(a)     Public Urination
3/6/2020,P005883663,7900,S,MARYLAND,8-4-081(a)     Public Urination
3/6/2020,P005883664,7900,S,COTTAGE,8-4-081(a)     Public Urination
3/6/2020,P005876306,10,E,WACKER DR,8-4-081(a)     Public Urination
3/7/2020,P005666662,10,W,CALHOUN,8-4-081(a)     Public Urination
3/7/2020,P005655588,3100,S,HARDING,8-4-081(a)     Public Urination
3/7/2020,P005791246,1500,N,CALIFORNIA,8-4-081(a)     Public Urination
3/7/2020,P005734918,3800,W,MAYPOLE,8-4-081(a)     Public Urination
3/7/2020,P005861716,3800,W,GRAND,8-4-081(a)     Public Urination
3/7/2020,P005772294,10,N,LARAMIE,8-4-081(a)     Public Urination
3/7/2020,P005772668,10,N,CICERO,8-4-081(a)     Public Urination
3/7/2020,P005705769,2300,N,LINCOLN,8-4-081(a)     Public Urination
3/7/2020,P005824704,1100,W,CORNELIA,8-4-081(a)     Public Urination
3/7/2020,P005924968,11600,S,STATE,8-4-081(a)     Public Urination
3/7/2020,P005875546,500,S,PULASKI,8-4-081(a)     Public Urination
3/7/2020,P005883822,7800,S,STONY,8-4-081(a)     Public Urination
3/7/2020,P005940446,400,N,STATE,8-4-081(a)     Public Urination
3/7/2020,P005927585,2400,W,63RD ST,8-4-081(a)     Public Urination
3/7/2020,P005927587,6300,S,CAMPBELL,8-4-081(a)     Public Urination
3/7/2020,P005879061,400,S,CICERO,8-4-081(a)     Public Urination
3/7/2020,P005883704,8100,S,STONY ISLAND,8-4-081(a)     Public Urination
3/7/2020,P005890692,6300,S,VERNON,8-4-081(a)     Public Urination
3/7/2020,P005890814,7100,S,JEFFERY,8-4-081(a)     Public Urination
3/8/2020,P005691843,3300,N,SHEFFIELD,8-4-081(a)     Public Urination
3/8/2020,P005626436,7800,W,IRVING PK,8-4-081(a)     Public Urination
3/8/2020,P005868012,1100,W,WILSON,8-4-081(a)     Public Urination
3/8/2020,P005774897,5600,S,HERMITAGE,8-4-081(a)     Public Urination
3/8/2020,P005706619,6100,S,ASHLAND,8-4-081(a)     Public Urination
3/8/2020,P005878713,4000,W,GRAND,8-4-081(a)     Public Urination
3/8/2020,P005879078,5000,W,MADISON ST,8-4-081(a)     Public Urination
3/8/2020,P005927086,7000,S,WESTERN,8-4-081(a)     Public Urination
3/8/2020,P005887071,7100,S,WESTERN,8-4-081(a)     Public Urination
3/8/2020,P005895104,10,W,GRAND,8-4-081(a)     Public Urination
3/8/2020,P005801347,1800,W,21ST ST,8-4-081(a)     Public Urination
3/8/2020,P005800827,1200,S,LOOMIS,8-4-081(a)     Public Urination
3/8/2020,P005927453,5400,S,SPAULDING,8-4-081(a)     Public Urination
3/9/2020,P003319924,10100,S,LAFAYETTE AVE,8-4-081(a)     Public Urination
3/9/2020,P003319925,10200,S,MICHIGAN AVE,8-4-081(a)     Public Urination
3/9/2020,P005700778,12300,S,HALSTED,8-4-081(a)     Public Urination
3/9/2020,P005620279,4700,S,FAIRFIELD,8-4-081(a)     Public Urination
3/9/2020,P005883906,6800,S,ASHLAND,8-4-081(a)     Public Urination
3/9/2020,P005927287,5900,S,WASHTENAW,8-4-081(a)     Public Urination
3/9/2020,P005840698,100,N,WABASH,8-4-081(a)     Public Urination
3/10/2020,P005572368,7600,N,PAULINA,8-4-081(a)     Public Urination
3/10/2020,P005699796,6300,S,MORGAN ST,8-4-081(a)     Public Urination
3/10/2020,P005700765,300,W,119TH,8-4-081(a)     Public Urination
3/10/2020,P005848246,3600,S,KING DR,8-4-081(a)     Public Urination
3/10/2020,P005775181,1200,W,63RD ST,8-4-081(a)     Public Urination
3/10/2020,P005887072,6300,S,WESTERN,8-4-081(a)     Public Urination
3/10/2020,P005876437,200,E,RANDOLPH,8-4-081(a)     Public Urination
